001110000011000000000000010000001000001000010000000001000000001100001000000000000001010000100000000000010010000000000001000100001000000000000000000001000001000000010000000001000010000000001100100000000000001 -> 110010000010000000000110111010010000111100010011001100101101101111000000000000000010011000000000100100000000
010001010001000000000010000001000000001000000000000000010000000000110011000011010001001100000110000001001100000010001000000000001000100010110000000100000000000001101000000010001000001110000000000000000100001 -> 001111110010001101111111101000011001111000000001111100111111001111101010001000000000000000111000000010000001
011100100000100000000000000000000010000010001000000010000100001000001000010100010101010000000001000001000111110100000000001000000000010100000100100000010100000000010001000111010000111111000011111100001111101 -> 111100001101000010000001110110100110000100000100000000111111000000100011111100011111100001111110001111001000
000001100000000000000000000100000000000000000100000000000000001000000000001000010100000000000001100001000100000000001000000000000000000001000000000100000000000100000001000000000000001001100001000000010100000 -> 010001111111000011111111100001010101110111111001111100111111001111000010001010000001000011001000000000001000
000001100000000000000000000100000000000000000100000000000000001000000000001000010100000000000001100001000100000000001000000000000000000001000000000100000000000100000001000000000000001001100001000000010100011 -> 010001111111000011111111100001010100110111100101001000111111001111000010001010000001000011001000000000001000
122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222221222222212222222222222222222222222222222222222222222112
022222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222200222222202222222222222222222222222222222222222222222002
212222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222122222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222121121222222122222222222222222222222222222222222222222
221120222222222222222222222222222222222222222222222220222222222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000022222220000002222222222222222222222 -> 222222222222222220000220000222022022222222222222222222222222022222222022222222222222222222000000222220002222
220120222222222222222222222222222222222222222222222220222222222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000022222220000002222222222222222222222 -> 222222222222222221111221111222122122222222222222222222222222022222222022222222222222222222000000222220002222
221020222222222222222222222222222222222222222222222220222222222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222000022222220000002222222222222222222222 -> 222222222222222221111221111222122122222222222222222222222222022222222022222222222222222222000000222220002222
222212222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222202202222222222202222222222222222222222222222222222222
222221222222222200002000000002000010000010001000222221000100222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222211110101111110111111111011111111101111122 -> 222222222222222222222212222222222222212222222222222222222222122222211121111101111111101111111110111101011222
222220112222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222220022222222222222222 -> 222222222222222222222222222222222222222222222122222222222222222222222222222222222222200222222222222222222222
221120011002000022222222222220222222222222222222200012222222001001221000022222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222121222222222222222222222222222222222222222222222222222222222222222222222
222220222102220022222201112220222222001202222222222222222222202222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222221222222222222222222222222222222222222222222222222222222222222222222222222222
222220222212221222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222220122222 -> 222202222222222222222222222222222222222222222222222222222222222222222222221022222222222222222222222222222222
221122222221222222222222220222222222222222222200022221220002222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222111122222222212222222222222222222222220 -> 220222222222001122222120000222212021222222222221111222222222122222222122222222222222222222222122222221112222
222220222222122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222122222222222222222202 -> 222222222222222222222222222222222222222222222222222122222222222222222222222222222222222212222222222222222222
221120100002110022222222222220222222222222222222200002222222001001221000022222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222121222222222222222222222222222222222222222222222222222222222222222222222
221120100112000122222221112220222222222222222222200002222222001000221000022222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222121222222222222222222222222222222222222222222222222222222222222222222222
222220222002220022222202212221222222002202222222222222222222202222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222221222222222222222222222222222222222222222222222222222222222222222222222222222
222020000000120000002001110000110111001101000000111112000001211111221121122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222202222222022222222222222222222222222222220 -> 222222222222222222222222222222221221202222222222112222222222222222222222222222222222222222222222222222222222
222020000000120000002001110000100111001101000000111112000001211111221121122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222202222222022222222222222222222222222222220 -> 222222222222222222222212222222221221212222222222112222222222222222222222222222222222222222222222222222222222
222220000000120000002201110000200111001102000000011112000002211111222222222222222222222222222212222221112222222200000222222222220002222222222222222222222222222222222222111122221111111112222211111211112222220 -> 222222222222222222222222222222220220222222222222002222222222222222211122222211121111122222111111112221112222
221120100012000022222222222220222222222222222222200002222222111000221000022222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222121222222222222222222222222222222222222222222222222222222222222222222222
221120100002000022222222222220222222222222222222200002222222001000221010122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222020222222222222222222222222222222222222222222222222222222222222222222222
221120100002000022222222222220222222222222222222200002222222001000221000122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222121222222222222222222222222222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222221
202222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222122222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222222020222222222222222222222222222222222222222222222222
221122222221222222222222220222222222222222222200022221220002222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222212111122022222212222222222222222222222221 -> 222222222222222222222220000222222021222222222222112222222222122222222122222222222222222222222122222221112222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222
221122222221222222222222220222222222222222222200022221220002222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222202111122122222212222222222222222222222221 -> 222222222222222222222220000222222021222222222222112222222222122222222122222222222222222222222122222221112222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222122222222222222222 -> 222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222222222222222222
222220222222122222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222122222222222222222212 -> 222222222222222222222222222222222222222222222222222022222222222222222222222222222222222212222222222222222222
221122222221222222222222220222222222222222222200022221220002222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222202111122022222212222222222222222222222221 -> 222222222222222222222220000222222020222222222222002222222222122222222122222222222222222222222122222221112222
202222222222222222222222222222222222222222222222222222222222222222102222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222121222222222222222222222222222222222222222222222222222
202222222222222222222222222222222222222222222222222222222222222222012222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222121222222222222222222222222222222222222222222222222222
202222222222222222222222222222222222222222222222222222222222222222112222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222020222222222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222202222222221222222222222222122222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222221222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222220222222222222222122222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222221222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222221222222222222222022222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222221222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222221222222222222222122222222220222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222221222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222222222222222212222222221222222222222222122222222221222222222222222222222222222222222222222222222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222222222220222222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222202222222222222222222222222222222221222222222222222222222222222222222222222222212222222222212222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222222221222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222212222222222222222222222222222222220222222222222222222222222222222222222222222212222222222212222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222222221222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222212222222222222222222222222222222221222222222222222222222222222222222222222222202222222222212222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222222221222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222212222222222222222222222222222222221222222222222222222222222222222222222222222212222222222202222222222222222222222222222222222222222222 -> 222222222222222222222212222222222222222222222222222222222222222221222222222222222222222222222222222222222222
222222222222222222222222222222222222222222222222222222222222222222222222212222222222222222222222222222222221222222222222222222222222222222222222222222212222222222212222222222222222222222222222222222222222222 -> 222222222222222222222222222222222222222222222222222222222222222220222222222222222222222222222222222222222222

List of Undetected Faults:
Gate 278(536) (PO)  - input0 (278(536)), S_A_0
Gate 419(3444) (PO)  - input0 (419(3444)), S_A_0
Gate 471(3445) (PO)  - input0 (471(3445)), S_A_0
Gate 321(3715) (AND) - input1 ([14570]), S_A_1
Gate 370(3718) (AND) - input1 ([14576]), S_A_1
Gate 399(3717) (AND) - input1 ([14574]), S_A_1
Gate [14570] (OR)  - output, S_A_1
Gate [14570] (OR)  - input1 ([6634]), S_A_0
Gate [14562] (NAND)- input1 ([14452]), S_A_1
Gate [14576] (OR)  - output, S_A_1
Gate [14574] (OR)  - output, S_A_1
Gate [14574] (OR)  - input0 ([14467]), S_A_0
Gate [14566] (NAND)- input0 ([6840]), S_A_1
Gate [6840] (NAND)- output, S_A_1
Gate [14524] (NAND)- input1 ([14518]), S_A_1
Gate [14538] (NAND)- input1 ([14528]), S_A_1
Gate [14538] (NAND)- input0 ([6711]), S_A_1
Gate [14544] (NAND)- output, S_A_0
Gate [14544] (NAND)- input1 (4526(205)), S_A_1
Gate [14544] (NAND)- input0 ([14540]), S_A_1
Gate [14536] (OR)  - input0 ([6576]), S_A_0
Gate [14518] (NAND)- output, S_A_1
Gate [14518] (NAND)- input1 ([14502]), S_A_1
Gate [14542] (OR)  - input0 ([6458]), S_A_0
Gate [14534] (NAND)- input1 ([14522]), S_A_1
Gate [14551] (OR)  - input0 ([6711]), S_A_0
Gate [14528] (NAND)- output, S_A_1
Gate [14528] (NAND)- input1 ([14510]), S_A_1
Gate [14546] (OR)  - output, S_A_0
Gate [14546] (OR)  - input1 ([6839]), S_A_0
Gate [14546] (OR)  - input0 (4526(205)), S_A_0
Gate [14540] (NAND)- output, S_A_1
Gate [14540] (NAND)- input1 ([14532]), S_A_1
Gate [14452] (INV) - output, S_A_1
Gate [14502] (OR)  - output, S_A_1
Gate [14502] (OR)  - output, S_A_0
Gate [14502] (OR)  - input1 ([6616]), S_A_0
Gate [14502] (OR)  - input0 ([10786]), S_A_0
Gate [14485] (NAND)- output, S_A_0
Gate [14485] (NAND)- input1 ([10786]), S_A_1
Gate [14485] (NAND)- input0 ([6616]), S_A_1
Gate [14522] (NAND)- output, S_A_1
Gate [14522] (NAND)- input0 ([14489]), S_A_1
Gate [6768] (NAND)- input1 ([14508]), S_A_1
Gate [14510] (OR)  - output, S_A_1
Gate [14510] (OR)  - output, S_A_0
Gate [14510] (OR)  - input1 ([6751]), S_A_0
Gate [14510] (OR)  - input0 ([11454]), S_A_0
Gate [14493] (NAND)- output, S_A_0
Gate [14493] (NAND)- input1 ([11454]), S_A_1
Gate [14493] (NAND)- input0 ([6751]), S_A_1
Gate [6839] (NAND)- output, S_A_0
Gate [6839] (NAND)- input1 ([14512]), S_A_1
Gate [6839] (NAND)- input0 ([14495]), S_A_1
Gate [14532] (OR)  - output, S_A_1
Gate [14532] (OR)  - output, S_A_0
Gate [14532] (OR)  - input1 ([6822]), S_A_0
Gate [14532] (OR)  - input0 ([11656]), S_A_0
Gate [14514] (NAND)- output, S_A_0
Gate [14514] (NAND)- input1 ([11656]), S_A_1
Gate [14514] (NAND)- input0 ([6822]), S_A_1
Gate [6592] (NAND)- output, S_A_0
Gate [6592] (NAND)- input1 ([1323]), S_A_1
Gate [6592] (NAND)- input0 ([1326]), S_A_1
Gate [14500] (OR)  - input1 ([6632]), S_A_0
Gate [14483] (NAND)- input1 ([10786]), S_A_1
Gate [6616] (NAND)- output, S_A_1
Gate [6616] (NAND)- input1 ([14421]), S_A_1
Gate [14506] (OR)  - output, S_A_0
Gate [14506] (OR)  - input1 ([6678]), S_A_0
Gate [14506] (OR)  - input0 ([10951]), S_A_0
Gate [14489] (NAND)- output, S_A_1
Gate [14489] (NAND)- output, S_A_0
Gate [14489] (NAND)- input1 ([10951]), S_A_1
Gate [14489] (NAND)- input0 ([6678]), S_A_1
Gate [14508] (OR)  - output, S_A_1
Gate [14508] (OR)  - input0 ([11454]), S_A_0
Gate [14491] (NAND)- input0 ([6767]), S_A_1
Gate [6751] (NAND)- output, S_A_1
Gate [6751] (NAND)- input0 ([14398]), S_A_1
Gate [6798] (NAND)- input1 ([389]), S_A_1
Gate [14512] (OR)  - output, S_A_1
Gate [14495] (NAND)- output, S_A_1
Gate [6822] (NAND)- output, S_A_1
Gate [6822] (NAND)- input0 ([14449]), S_A_1
Gate [1323] (AND) - output, S_A_1
Gate [1323] (AND) - input1 ([14417]), S_A_1
Gate [1323] (AND) - input0 ([14415]), S_A_1
Gate [6632] (NAND)- input0 ([14382]), S_A_1
Gate [14421] (OR)  - output, S_A_1
Gate [14421] (OR)  - output, S_A_0
Gate [14421] (OR)  - input1 ([6615]), S_A_0
Gate [14421] (OR)  - input0 ([10820]), S_A_0
Gate [14384] (NAND)- output, S_A_0
Gate [14384] (NAND)- input1 ([10820]), S_A_1
Gate [14384] (NAND)- input0 ([6615]), S_A_1
Gate [6694] (NAND)- input1 ([14423]), S_A_1
Gate [6678] (NAND)- output, S_A_0
Gate [6678] (NAND)- input1 ([14425]), S_A_1
Gate [6678] (NAND)- input0 ([14388]), S_A_1
Gate [6767] (NAND)- output, S_A_1
Gate [6767] (NAND)- input0 ([14396]), S_A_1
Gate [14445] (OR)  - output, S_A_0
Gate [14445] (OR)  - input1 ([6750]), S_A_0
Gate [14445] (OR)  - input0 ([11473]), S_A_0
Gate [14398] (NAND)- output, S_A_1
Gate [14398] (NAND)- output, S_A_0
Gate [14398] (NAND)- input1 ([11473]), S_A_1
Gate [14398] (NAND)- input0 ([6750]), S_A_1
Gate [389] (AND) - output, S_A_1
Gate [389] (AND) - input1 ([14429]), S_A_1
Gate [389] (AND) - input0 ([14427]), S_A_1
Gate [6838] (NAND)- input0 ([14409]), S_A_1
Gate [14481] (OR)  - output, S_A_0
Gate [14481] (OR)  - input1 ([6821]), S_A_0
Gate [14481] (OR)  - input0 ([11698]), S_A_0
Gate [14449] (NAND)- output, S_A_1
Gate [14449] (NAND)- output, S_A_0
Gate [14449] (NAND)- input1 ([11698]), S_A_1
Gate [14449] (NAND)- input0 ([6821]), S_A_1
Gate 310(3393) (NAND)- input1 ([13990]), S_A_1
Gate [14415] (NAND)- output, S_A_1
Gate [14415] (NAND)- input0 ([6576]), S_A_1
Gate [1326] (AND) - output, S_A_1
Gate [1326] (AND) - input1 ([14413]), S_A_1
Gate [1326] (AND) - input0 ([14411]), S_A_1
Gate [14419] (OR)  - input0 ([10820]), S_A_0
Gate [14382] (NAND)- output, S_A_1
Gate [14382] (NAND)- input0 ([6631]), S_A_1
Gate [6615] (NAND)- output, S_A_1
Gate [6615] (NAND)- input0 ([14286]), S_A_1
Gate [14423] (OR)  - output, S_A_1
Gate [14423] (OR)  - input0 ([11101]), S_A_0
Gate [14386] (NAND)- input0 ([6693]), S_A_1
Gate [14425] (OR)  - output, S_A_1
Gate [14425] (OR)  - input1 ([6677]), S_A_0
Gate [14388] (NAND)- output, S_A_1
Gate [14388] (NAND)- input1 ([11101]), S_A_1
Gate [709] (AND) - input0 ([14439]), S_A_1
Gate [712] (AND) - input0 ([14435]), S_A_1
Gate [14443] (OR)  - output, S_A_0
Gate [14443] (OR)  - input1 ([6766]), S_A_0
Gate [14443] (OR)  - input0 ([11473]), S_A_0
Gate [14396] (NAND)- output, S_A_1
Gate [14396] (NAND)- output, S_A_0
Gate [14396] (NAND)- input1 ([11473]), S_A_1
Gate [14396] (NAND)- input0 ([6766]), S_A_1
Gate [6750] (NAND)- output, S_A_0
Gate [6750] (NAND)- input1 ([14331]), S_A_1
Gate [6750] (NAND)- input0 ([14300]), S_A_1
Gate [14429] (NAND)- output, S_A_1
Gate [14429] (NAND)- input1 ([396]), S_A_1
Gate [14433] (NAND)- input1 ([406]), S_A_1
Gate [14409] (NAND)- output, S_A_1
Gate [6821] (NAND)- output, S_A_0
Gate [6821] (NAND)- input1 ([14374]), S_A_1
Gate [6821] (NAND)- input0 ([14339]), S_A_1
Gate [13990] (OR)  - output, S_A_1
Gate [13990] (OR)  - input0 ([10755]), S_A_0
Gate [13891] (NAND)- input0 ([6469]), S_A_1
Gate 313(3396) (NAND)- input1 ([13998]), S_A_1
Gate 419(3444) (BUF) - output, S_A_0
Gate 471(3445) (BUF) - output, S_A_0
Gate [14417] (NAND)- output, S_A_1
Gate [1334] (NOR) - output, S_A_0
Gate [1334] (NOR) - input1 ([6588]), S_A_0
Gate [1334] (NOR) - input0 ([14381]), S_A_0
Gate [14411] (NAND)- output, S_A_1
Gate [6631] (NAND)- input0 ([14284]), S_A_1
Gate [14319] (OR)  - output, S_A_0
Gate [14319] (OR)  - input1 ([6614]), S_A_0
Gate [14319] (OR)  - input0 ([10744]), S_A_0
Gate [14286] (NAND)- output, S_A_1
Gate [14286] (NAND)- output, S_A_0
Gate [14286] (NAND)- input1 ([10744]), S_A_1
Gate [14286] (NAND)- input0 ([6614]), S_A_1
Gate [6693] (NAND)- output, S_A_1
Gate [6677] (NAND)- output, S_A_0
Gate [6677] (NAND)- input1 ([14323]), S_A_1
Gate [6677] (NAND)- input0 ([14290]), S_A_1
Gate [14439] (NAND)- output, S_A_1
Gate [14439] (NAND)- input0 ([6711]), S_A_1
Gate [14435] (NAND)- output, S_A_1
Gate [14435] (NAND)- input0 ([14390]), S_A_1
Gate [6766] (NAND)- output, S_A_0
Gate [6766] (NAND)- input1 ([14329]), S_A_1
Gate [6766] (NAND)- input0 ([14298]), S_A_1
Gate [14331] (OR)  - output, S_A_1
Gate [14331] (OR)  - input0 ([11418]), S_A_0
Gate [14300] (NAND)- output, S_A_1
Gate [14300] (NAND)- input0 ([6749]), S_A_1
Gate [14427] (NAND)- output, S_A_1
Gate [14427] (NAND)- input0 ([14403]), S_A_1
Gate [14400] (NAND)- input1 ([14367]), S_A_1
Gate [14431] (NAND)- input0 ([14403]), S_A_1
Gate [6837] (NAND)- input0 ([14308]), S_A_1
Gate [14374] (OR)  - output, S_A_1
Gate [14374] (OR)  - input0 ([11639]), S_A_0
Gate [14339] (NAND)- output, S_A_1
Gate [14339] (NAND)- input0 ([6820]), S_A_1
Gate [13932] (OR)  - input1 ([6441]), S_A_0
Gate [6469] (NAND)- output, S_A_1
Gate [6469] (NAND)- input1 ([1961]), S_A_1
Gate [13998] (OR)  - output, S_A_1
Gate [6488] (OR)  - input0 (1134(2131)), S_A_0
Gate [161] (NAND)- output, S_A_0
Gate [161] (NAND)- input1 ([14014]), S_A_1
Gate [161] (NAND)- input0 ([13913]), S_A_1
Gate [14381] (INV) - output, S_A_1
Gate [14381] (INV) - output, S_A_0
Gate [14413] (NAND)- output, S_A_1
Gate [14376] (NAND)- output, S_A_0
Gate [14376] (NAND)- input1 ([14341]), S_A_1
Gate [14376] (NAND)- input0 ([14313]), S_A_1
Gate [14317] (OR)  - input1 ([6630]), S_A_0
Gate [14284] (NAND)- output, S_A_1
